T2m,T850,T700,T500,T300,TD2m,Td_850,dTd_850,Td_700,dTd_700,Td_500,dTd_500,Td_300,dTd_300,Td2m,Wpow_10m,WpoW_850,WpoW_700,Wpow_500,Wpow_300,Tsm8,Vaiting,Tps8,Tps5,Tps850-Tps500,Tps0-Tps850,Total,sweat,Td0,Tsm7,Tsm0,dTd8,dTd0,dTd5,dTd7,TPS8-TPS7,TPS7-TPS5,Jefferson,TSM7+TSM5,Tps7,Tps0,dTd3,dTd300+dTd500,Tps850-TPS300,Tps700-TPS300,GUST,LF,CAPE0,CAPE250,CAPE90,VVEL925,VVEL850,VVEL700,VVEL500,VVEL300,dV3-5,dV5-8,dDIR3-5,dDIR5-8,U300,V300,U850,V850,U700,V700,U500,V500,U10,V10,maxVevel,minVevel,Si,HPBL,CEILING,AbsHumid,CLCT,CLCL,PMSL,Hbottom-low,Hbase-top,gradT0,gradT0*2,gradTd0*2,gradTd0,Lapl_PRMSL125,Lapl_PRMSL1.0,ClH200,ClH100,TotPrec,Nighttime,TunderYN,Longitude,Latitude,Eventtime,Station
15.25,15.95,6.35,-9.85,-36.65,12.55,9.81,5.44,10.9,5.05,1.28,5.07,-16.54,6.69,12.55,1.0,1.41,6.32,17.0,28.02,13.23,161.45,53.48,55.14,-1.67,-249.26,105.65,1920.29,12.55,3.83,13.9,5.44,2.7,5.07,5.05,0.83,-2.5,50.46,-8.56,52.64,-195.78,6.69,11.75,-7.95,-8.78,3.0,1.8,0.0,48.2,0.0,0.06,0.08,-0.01,-0.08,-0.05,11.31,15.65,-0.45,-0.94,8.0,16.0,1.0,1.0,6.0,2.0,15.0,16.0,-1.0,0.0,0.08,-0.08,1.0,9.0,6890.0,0.01,100.0,0.0,1003.0,0.0,0.0,0.25,0.35,0.27,0.31,7.0,18.0,948.0,476.0,0.0,0,64,88.12,52.54,2021-07-11 16:35:00,0
12.85,12.25,0.95,-12.85,-42.25,12.45,7.51,5.34,7.35,4.9,-17.84,18.79,-19.98,7.13,12.45,2.0,8.0,10.77,11.0,14.56,9.58,166.15,44.53,45.81,-1.27,-241.01,107.95,2098.0,12.45,-1.5,12.65,5.34,0.4,18.79,4.9,3.03,-4.3,47.41,-23.74,41.5,-196.47,7.13,25.91,-8.5,-11.54,4.0,9.3,0.0,405.8,2.7,0.13,0.03,0.11,0.01,0.04,5.0,3.0,0.24,0.0,0.0,4.0,8.0,0.0,10.0,-4.0,11.0,4.0,0.0,-2.0,0.13,0.01,13.0,115.0,22700.0,0.01,29.0,8.0,1005.0,0.0,0.0,0.25,0.79,0.6,0.91,2.0,12.0,1064.0,43.0,0.0,0,64,77.32,57.51,2021-07-11 20:59:00,0
13.75,10.75,-0.85,-18.65,-47.55,11.65,8.79,4.96,8.67,2.08,-4.37,3.52,-23.92,5.27,11.65,1.0,3.0,3.16,1.41,6.32,8.27,189.25,41.6,41.07,0.53,-237.81,120.05,2431.19,11.65,-1.89,12.7,4.96,2.1,3.52,2.08,1.18,-0.65,52.42,-22.3,40.42,-196.21,5.27,8.79,-3.8,-4.97,1.0,-1.8,0.0,1.2,0.1,0.01,0.01,-0.12,-0.01,0.03,5.1,2.24,-0.99,0.85,-1.0,-2.0,3.0,0.0,3.0,-1.0,1.0,-2.0,1.0,0.0,0.03,-0.12,0.0,10.0,3040.0,0.01,86.0,0.0,1004.0,3220.0,7240.0,0.3,0.31,0.48,0.55,4.0,8.0,1084.0,939.0,1.4000000000000001,0,64,68.19,58.07,2021-07-11 21:48:00,0
7.25,3.95,1.25,-14.45,-42.25,6.55,3.49,3.76,-19.58,23.53,-10.85,12.1,-25.61,11.16,6.55,2.0,10.0,9.85,11.31,19.85,2.07,110.15,28.87,44.88,-16.0,-227.04,109.85,2108.36,6.55,-10.52,6.9,3.76,0.7,12.1,23.53,-4.32,-11.69,27.1,-31.01,33.19,-198.16,11.16,23.26,-23.97,-19.65,5.0,15.5,0.0,6.6,0.0,0.02,0.17,0.07,0.12,0.11,8.6,2.0,-0.81,-0.96,-8.0,-13.0,-8.0,-6.0,-4.0,-9.0,-8.0,-13.0,0.0,-2.0,0.17,0.02,3.0,251.0,22700.0,0.01,0.0,0.0,1013.0,0.0,0.0,0.45,0.65,0.57,1.01,14.0,10.0,1046.0,655.0,0.0,0,64,79.07,57.09,2021-07-11 23:53:00,0
12.35,7.65,-1.15,-15.55,-46.75,11.45,12.35,0.0,7.35,0.3,-32.58,31.43,-21.91,6.36,11.45,1.41,6.32,6.4,10.63,13.6,7.65,222.35,40.79,41.19,-0.41,-237.24,138.75,3174.16,11.45,-1.3,11.9,0.0,0.9,31.43,0.3,-0.7,0.3,49.17,-32.56,41.49,-196.46,6.36,37.79,-5.73,-5.02,5.0,4.2,0.0,8.8,269.3,-0.08,-0.16,-0.2,0.08,-0.04,4.0,6.08,0.22,0.86,8.0,8.0,6.0,2.0,5.0,4.0,7.0,8.0,1.0,1.0,0.08,-0.2,2.0,248.0,710.0,0.01,100.0,100.0,998.0,600.0,1060.0,0.25,0.31,0.41,0.54,17.0,24.0,246.0,128.0,0.10000000000000009,1,64,114.23,64.22,2021-07-12 07:54:00,0
19.25,13.85,2.85,-11.55,-41.75,14.45,8.86,10.39,0.82,13.03,-7.62,10.47,-22.42,10.87,14.45,1.0,3.0,1.41,5.1,14.04,8.65,114.55,42.18,49.75,-7.56,-236.91,87.95,1336.09,14.45,-3.67,16.85,10.39,4.8,10.47,13.03,2.84,-10.41,40.49,-20.45,39.34,-194.73,10.87,21.34,-11.4,-14.24,5.0,2.5,0.0,224.3,4.2,0.29,0.39,0.03,0.01,0.21,9.0,8.06,0.81,-0.82,1.0,1.0,-3.0,0.0,-1.0,-1.0,5.0,1.0,-1.0,0.0,0.39,0.01,0.0,33.0,22700.0,0.01,5.0,0.0,1004.0,0.0,0.0,0.55,0.71,0.17,0.29,5.0,18.0,1058.0,970.0,0.0,1,64,69.32,56.06,2021-07-12 12:36:00,0
17.55,13.95,2.45,-12.15,-41.85,10.35,9.44,8.11,6.55,7.4,-17.09,19.54,-22.15,10.0,10.35,1.0,2.83,1.0,7.07,13.0,9.9,143.65,44.95,46.65,-1.7,-240.17,97.25,1840.24,10.35,-1.25,13.95,8.11,7.2,19.54,7.4,2.61,-4.31,45.99,-23.17,42.34,-195.22,10.0,29.54,-8.52,-11.14,2.0,2.9,0.0,291.6,0.0,-0.07,-0.22,-0.09,0.22,0.15,6.08,9.06,0.96,0.93,1.0,0.0,-2.0,2.0,0.0,1.0,7.0,0.0,0.0,-1.0,0.22,-0.22,2.0,9.0,22700.0,0.01,11.0,9.0,1005.0,0.0,0.0,0.14,0.65,0.02,0.2,9.0,16.0,1033.0,995.0,0.0,1,64,68.02,56.57,2021-07-12 15:14:00,0
16.55,13.75,2.45,-13.65,-41.65,13.05,4.25,12.3,3.22,10.53,-14.19,16.64,-22.05,8.4,13.05,1.0,3.0,2.24,3.61,10.3,7.6,117.95,40.12,45.06,-4.94,-235.6,85.05,1388.55,13.05,-2.81,14.8,12.3,3.5,16.64,10.53,-0.02,-4.92,42.07,-24.79,40.14,-195.48,8.4,25.04,-13.73,-13.71,2.0,2.7,0.0,77.0,0.0,0.11,0.21,-0.05,-0.22,0.16,10.63,2.0,-0.52,0.76,2.0,9.0,-3.0,0.0,-1.0,2.0,-3.0,9.0,-1.0,0.0,0.21,-0.22,3.0,66.0,22700.0,0.01,20.0,0.0,1005.0,0.0,0.0,0.07,0.07,0.38,0.54,8.0,24.0,976.0,885.0,0.0,0,64,68.1,56.56,2021-07-12 23:50:00,0
16.85,11.95,1.35,-13.75,-42.35,15.15,13.76,3.09,8.97,2.98,-10.76,12.11,-22.85,9.1,15.15,1.0,1.0,3.61,5.66,8.25,10.4,188.35,46.88,45.9,0.98,-242.22,121.45,2357.05,15.15,-0.14,16.0,3.09,1.7,12.11,2.98,2.83,-1.86,50.65,-19.94,44.04,-195.34,9.1,21.21,-5.91,-8.74,2.0,3.6,0.0,160.4,9.9,0.02,0.03,-0.07,-0.08,0.0,4.47,6.4,0.44,-0.93,4.0,8.0,0.0,-1.0,3.0,2.0,4.0,8.0,0.0,-1.0,0.03,-0.08,3.0,68.0,22700.0,0.01,41.0,7.0,1003.0,0.0,0.0,0.34,0.53,0.32,0.4,4.0,15.0,771.0,182.0,0.1,1,64,81.13,57.13,2021-07-13 00:36:00,0
20.95,12.35,1.35,-13.95,-42.65,16.75,16.76,4.19,8.81,3.54,-11.73,13.08,-23.04,9.09,16.75,2.0,2.0,5.0,5.39,8.25,10.25,180.95,46.3,45.37,0.93,-240.54,117.25,2356.35,16.75,-0.42,18.85,4.19,4.2,13.08,3.54,2.8,-1.86,50.32,-20.91,43.51,-194.24,9.09,22.17,-6.05,-8.85,4.0,-0.8,0.0,5.2,1.6,0.0,0.01,0.02,0.08,-0.05,3.0,3.61,-1.0,0.19,5.0,8.0,0.0,2.0,3.0,4.0,2.0,8.0,-2.0,0.0,0.08,-0.05,3.0,256.0,22700.0,0.01,13.0,0.0,1003.0,0.0,0.0,0.89,0.96,0.43,0.51,18.0,23.0,945.0,453.0,1.8,1,64,81.23,57.38,2021-07-13 02:05:00,0
22.85,13.75,0.95,-13.85,-41.75,16.05,15.67,7.18,9.2,4.55,-13.5,14.45,-25.66,11.81,16.05,2.83,6.08,7.28,6.32,10.0,10.16,164.65,45.64,45.21,0.44,-239.31,105.45,2005.0,16.05,-1.33,19.45,7.18,6.8,14.45,4.55,3.85,-3.41,49.56,-22.4,41.8,-193.66,11.81,26.26,-7.9,-11.75,6.0,-2.6,83.9,590.2,43.6,-0.07,-0.04,-0.17,-0.11,-0.02,6.0,3.0,-0.14,0.37,6.0,6.0,-1.0,6.0,-2.0,7.0,2.0,6.0,-2.0,2.0,-0.02,-0.17,4.0,471.0,22700.0,0.01,20.0,0.0,1000.0,0.0,0.0,0.16,0.36,0.05,0.17,13.0,24.0,835.0,705.0,0.0,1,64,69.15,56.52,2021-07-13 02:35:00,0
14.65,4.35,-1.15,-16.35,-43.45,9.25,1.87,12.78,-14.44,18.79,-7.49,6.34,-27.05,10.7,9.25,1.0,3.61,7.28,17.72,32.98,-2.04,87.85,23.69,43.68,-20.0,-219.71,79.05,1202.96,9.25,-10.54,11.95,12.78,5.4,6.34,18.79,-7.43,-12.57,24.49,-30.06,31.11,-196.02,10.7,17.04,-27.44,-20.01,3.0,8.4,728.3,88.9,259.4,0.05,0.11,0.15,0.0,0.05,15.3,15.65,0.71,0.18,5.0,8.0,3.0,-2.0,7.0,-2.0,17.0,8.0,1.0,0.0,0.15,0.0,2.0,1159.0,22700.0,0.01,23.0,6.0,1006.0,1080.0,1870.0,0.37,0.68,0.22,0.32,21.0,21.0,299.0,299.0,0.0,1,64,115.24,62.33,2021-07-13 03:50:00,0
17.45,4.85,-1.75,-16.45,-42.85,4.55,2.98,14.47,-16.21,21.06,-16.63,14.88,-23.98,7.53,4.55,1.41,3.61,7.21,15.65,26.42,-2.39,81.05,23.65,41.47,-17.82,-219.2,75.75,1186.1,4.55,-12.28,11.0,14.47,12.9,14.88,21.06,-6.11,-11.71,22.86,-36.17,29.76,-195.55,7.53,22.41,-28.48,-22.37,4.0,11.1,0.0,30.3,10.9,0.01,0.05,0.08,0.11,0.1,10.82,12.65,0.23,0.99,-14.0,-23.0,-3.0,-2.0,-4.0,-6.0,-7.0,-23.0,-1.0,-1.0,0.11,0.01,11.0,1401.0,22700.0,0.01,0.0,0.0,1018.0,0.0,0.0,0.35,0.56,0.18,0.42,28.0,30.0,1006.0,991.0,0.0,1,64,110.53,62.15,2021-07-13 08:55:00,0
25.05,13.75,1.65,-15.35,-44.35,10.05,15.92,9.13,5.88,7.87,-8.72,10.37,-20.07,4.72,10.05,2.24,3.61,2.83,8.49,16.12,9.19,143.45,43.34,43.99,-0.66,-236.55,101.45,1908.27,10.05,-2.29,17.55,9.13,15.0,10.37,7.87,2.83,-3.49,47.76,-22.82,40.51,-193.21,4.72,15.09,-6.76,-9.59,7.0,-0.8,4.5,49.3,3.9,0.07,0.31,0.03,0.09,-0.23,8.25,5.0,0.44,0.95,6.0,8.0,3.0,2.0,2.0,2.0,6.0,8.0,1.0,2.0,0.31,-0.23,14.0,1917.0,6000.0,0.01,100.0,0.0,1005.0,0.0,0.0,0.26,0.26,0.38,0.38,20.0,44.0,995.0,972.0,0.0,1,64,111.55,61.01,2021-07-13 09:20:00,0
20.35,17.35,4.35,-12.05,-35.65,12.95,8.66,11.69,10.47,6.88,2.38,1.97,-16.05,4.0,12.95,1.41,6.08,6.08,9.43,8.49,11.5,136.05,48.23,53.04,-4.81,-242.62,88.45,1347.86,12.95,0.91,16.65,11.69,7.4,1.97,6.88,1.76,-6.57,48.84,-12.13,46.47,-194.39,4.0,5.97,-15.08,-16.84,7.0,-0.8,0.0,24.8,0.3,0.03,0.43,-0.02,-0.19,-0.43,2.24,6.32,0.42,-0.59,5.0,6.0,-6.0,-1.0,-6.0,1.0,-8.0,6.0,-1.0,-1.0,0.43,-0.43,4.0,241.0,5710.0,0.01,100.0,0.0,1002.0,0.0,0.0,0.26,0.74,0.27,0.55,7.0,25.0,1078.0,963.0,0.0,1,64,77.37,54.55,2021-07-13 11:29:00,0
15.85,14.85,2.65,-12.95,-41.25,13.85,7.08,8.77,7.4,7.45,-3.26,5.91,-19.87,6.92,13.85,1.41,4.0,2.0,3.16,13.04,10.47,142.15,46.17,49.31,-3.14,-241.83,96.75,1799.17,13.85,-1.08,14.85,8.77,2.0,5.91,7.45,3.5,-6.64,47.72,-16.98,42.67,-195.66,6.92,12.83,-8.36,-11.85,3.0,3.3,9.4,0.0,0.0,-0.08,-0.04,-0.04,0.08,0.03,10.0,5.83,-0.99,1.0,3.0,13.0,-4.0,0.0,-2.0,0.0,1.0,13.0,-1.0,-1.0,0.08,-0.08,15.0,34.0,22700.0,0.01,37.0,0.0,1005.0,0.0,0.0,0.19,0.28,0.15,0.28,7.0,16.0,985.0,772.0,0.0,0,64,89.43,57.39,2021-07-13 22:54:00,0
8.75,3.45,-3.55,-18.55,-44.35,5.05,0.95,7.8,-14.23,17.68,-24.41,20.86,-34.49,15.94,5.05,4.0,15.81,11.18,10.0,15.13,-0.45,109.55,25.0,37.97,-12.96,-222.72,98.55,1812.4,5.05,-12.39,6.9,7.8,3.7,20.86,17.68,-3.13,-9.83,29.9,-41.37,28.13,-197.72,15.94,36.81,-24.7,-21.57,7.0,13.0,0.0,0.0,115.5,0.04,0.04,0.11,0.14,-0.01,5.39,9.49,0.97,0.14,-10.0,-15.0,-9.0,-13.0,-5.0,-10.0,0.0,-15.0,0.0,-4.0,0.14,-0.01,10.0,772.0,22700.0,0.01,0.0,0.0,1011.0,0.0,0.0,0.1,0.21,0.18,0.22,21.0,30.0,517.0,295.0,0.0,1,64,78.53,54.35,2021-07-14 00:00:00,0
16.45,10.25,1.35,-14.55,-42.85,10.75,8.16,8.29,-24.06,34.31,-6.46,7.81,-27.57,13.02,10.75,1.0,4.24,9.43,14.42,4.24,6.1,88.45,36.98,45.98,-9.0,-232.69,97.35,1852.69,10.75,-15.81,13.6,8.29,5.7,7.81,34.31,5.25,-14.26,28.57,-34.26,31.72,-195.71,13.02,20.82,-14.94,-20.19,2.0,7.0,0.0,4.8,1.1,0.06,0.0,0.08,0.0,0.05,10.3,10.3,-0.95,0.95,-12.0,-3.0,-3.0,-3.0,-5.0,-8.0,-8.0,-3.0,-1.0,0.0,0.08,0.0,-1.0,68.0,22700.0,0.01,0.0,0.0,1014.0,0.0,0.0,0.67,0.59,0.13,0.22,8.0,28.0,762.0,548.0,0.0,1,64,83.35,53.07,2021-07-14 02:17:00,0
17.85,15.55,3.75,-13.05,-40.25,10.75,11.41,6.44,8.3,7.25,-3.52,7.27,-22.71,9.66,10.75,0.0,0.0,1.0,4.12,7.0,12.33,152.85,50.93,48.57,2.36,-246.04,107.65,1953.78,10.75,0.12,14.3,6.44,7.1,7.27,7.25,5.98,-3.62,51.04,-16.56,44.95,-195.12,9.66,16.93,-4.9,-10.88,2.0,-0.7,0.0,45.8,590.3,0.0,0.05,0.18,0.03,0.02,8.94,4.12,0.36,-0.36,-1.0,7.0,0.0,0.0,0.0,-1.0,4.0,7.0,0.0,0.0,0.18,0.0,2.0,863.0,22700.0,0.01,8.0,0.0,1004.0,0.0,0.0,0.35,0.77,0.22,0.15,21.0,26.0,922.0,615.0,0.5,1,64,84.17,54.15,2021-07-14 03:48:00,0
13.15,12.85,5.65,-9.05,-35.85,11.65,12.21,0.94,12.85,-0.0,-0.62,6.27,-22.35,13.3,11.65,4.12,15.13,9.9,12.81,22.02,12.38,210.25,52.62,55.87,-3.24,-248.95,124.95,2715.19,11.65,5.65,12.4,0.94,1.5,6.27,-0.0,-5.12,1.87,50.75,-6.54,57.74,-196.33,13.3,19.57,-9.45,-4.33,12.0,10.8,0.0,0.0,6.5,-0.17,-0.98,-0.86,0.07,-0.1,9.85,7.81,-0.64,-0.34,8.0,17.0,-15.0,2.0,-7.0,7.0,-10.0,17.0,1.0,-4.0,0.07,-0.98,4.0,250.0,1310.0,0.01,100.0,100.0,1002.0,1870.0,2280.0,0.38,0.62,0.14,0.22,13.0,28.0,762.0,246.0,0.20000000000000107,1,64,81.08,53.55,2021-07-14 04:36:00,0
16.05,2.15,-4.55,-18.75,-44.75,3.85,9.7,6.35,-9.42,11.57,-25.87,21.32,-31.29,12.54,3.85,4.47,11.31,16.97,16.64,27.29,-1.03,133.45,23.75,37.67,-13.92,-219.59,105.65,2065.67,3.85,-10.34,9.95,6.35,12.2,21.32,11.57,-4.8,-9.13,32.19,-39.74,28.54,-195.84,12.54,33.86,-25.45,-20.66,11.0,9.1,0.0,23.4,280.8,-0.06,-0.05,0.12,0.06,0.05,10.77,6.08,0.91,0.3,-14.0,-24.0,-8.0,-8.0,-12.0,-12.0,-9.0,-24.0,-2.0,-4.0,0.12,-0.06,1.0,1949.0,22700.0,0.01,5.0,5.0,1014.0,1420.0,1800.0,0.17,0.21,0.17,0.24,23.0,37.0,1069.0,894.0,0.0,1,64,73.05,57.23,2021-07-14 05:04:00,0
22.55,9.15,0.15,-14.85,-42.55,5.35,11.6,10.95,-10.89,20.04,-9.82,9.97,-27.18,12.33,5.35,2.24,4.47,9.9,10.44,10.44,3.67,96.85,32.67,44.85,-12.18,-226.74,88.85,1413.46,5.35,-9.87,13.95,10.95,17.2,9.97,20.04,0.11,-12.29,31.93,-29.71,32.56,-194.07,12.33,22.3,-19.7,-19.81,5.0,7.6,0.0,134.7,9.3,0.05,-0.14,0.11,0.03,0.07,0.0,8.06,0.0,-0.38,-10.0,-10.0,-4.0,-2.0,-7.0,-7.0,-3.0,-10.0,-2.0,1.0,0.11,-0.14,4.0,2241.0,22700.0,0.01,1.0,0.0,1013.0,0.0,0.0,1.17,1.1,0.5,0.82,5.0,22.0,914.0,677.0,0.0,1,64,85.42,52.32,2021-07-14 06:55:00,0
23.05,17.05,2.55,-13.25,-37.65,19.15,8.33,14.72,15.04,2.01,-0.38,2.93,-22.15,8.9,19.15,1.41,3.61,5.1,7.62,20.02,9.69,154.75,44.36,50.29,-5.93,-238.05,82.55,1188.72,19.15,1.55,21.1,14.72,3.9,2.93,2.01,-3.27,-2.66,49.44,-13.17,47.63,-193.68,8.9,11.83,-15.35,-12.09,3.0,-5.3,0.0,22.2,8.8,-0.03,0.06,-0.08,-0.08,0.07,13.6,9.0,0.8,-0.04,7.0,20.0,-3.0,-2.0,-5.0,1.0,-3.0,20.0,1.0,-1.0,0.07,-0.08,13.0,347.0,3260.0,0.02,100.0,0.0,1004.0,3450.0,4980.0,0.37,0.78,0.37,0.71,5.0,32.0,1125.0,1120.0,0.0,1,64,77.37,58.17,2021-07-14 07:31:00,0
12.25,10.35,1.15,-14.45,-41.65,10.55,11.47,0.78,6.49,3.86,-4.09,5.24,-19.04,4.59,10.55,7.07,3.61,2.24,7.0,17.49,9.96,195.65,46.3,47.13,-0.83,-242.74,134.25,3020.25,10.55,-0.78,11.4,0.78,1.7,5.24,3.86,3.49,-4.32,50.17,-17.85,42.81,-196.44,4.59,9.83,-7.8,-11.29,11.0,9.6,20.3,431.5,1.5,-0.07,-0.08,-0.01,-0.19,-0.08,12.04,10.2,0.44,0.97,7.0,15.0,-2.0,-3.0,-1.0,2.0,0.0,15.0,1.0,-7.0,-0.01,-0.19,4.0,472.0,380.0,0.01,100.0,100.0,996.0,340.0,600.0,0.24,0.29,0.23,0.23,17.0,32.0,1120.0,844.0,0.2,1,64,76.56,55.37,2021-07-14 07:57:00,0
17.05,13.25,6.65,-6.05,-31.05,14.05,16.24,0.81,11.13,2.12,3.62,3.03,-20.79,14.74,14.05,6.08,16.64,12.04,5.0,14.14,12.85,194.65,53.97,64.13,-10.15,-249.29,120.35,2591.24,14.05,5.59,15.55,0.81,3.0,3.03,2.12,-3.19,-6.96,47.47,-1.97,57.16,-195.32,14.74,17.76,-15.11,-11.92,11.0,7.7,43.9,523.6,25.3,0.12,-0.37,-0.01,0.28,-0.03,15.65,21.4,0.67,-0.62,3.0,10.0,-9.0,-14.0,-1.0,-12.0,4.0,10.0,-1.0,-6.0,0.28,-0.37,-5.0,740.0,3470.0,0.01,100.0,59.0,1004.0,4460.0,5140.0,1.08,1.57,0.46,0.66,14.0,23.0,1031.0,971.0,2.3,1,64,85.26,52.31,2021-07-14 08:13:00,0
14.45,16.65,6.95,-11.65,-39.85,9.95,6.29,8.16,9.33,7.32,-3.03,9.98,-16.89,5.24,9.95,3.16,3.16,5.39,10.44,16.28,12.57,141.35,51.17,49.76,1.4,-247.17,97.95,1857.75,9.95,3.29,12.2,8.16,4.5,9.98,7.32,-0.27,1.67,50.01,-13.35,51.44,-196.01,5.24,15.21,-5.57,-5.3,13.0,-2.8,0.0,69.6,9.9,-0.16,-0.16,-0.64,-0.45,-0.03,9.06,9.0,-0.59,0.99,10.0,11.0,3.0,1.0,5.0,2.0,3.0,11.0,3.0,1.0,-0.03,-0.64,1.0,643.0,7320.0,0.01,100.0,0.0,1003.0,3530.0,10760.0,0.68,1.3,0.54,0.53,7.0,26.0,1173.0,1007.0,0.0,1,64,83.38,51.01,2021-07-14 08:49:00,0
26.95,17.05,5.05,-12.35,-39.85,18.05,15.31,11.64,9.22,7.83,-3.0,8.05,-16.85,4.5,18.05,2.24,7.07,5.1,10.77,13.6,11.23,133.35,47.63,49.39,-1.75,-240.16,90.75,1609.5,18.05,1.14,22.5,11.64,8.9,8.05,7.83,0.62,-2.37,48.21,-15.24,47.01,-192.53,4.5,12.55,-9.18,-9.8,6.0,-5.0,0.0,84.6,0.0,-0.13,-0.44,0.15,-0.29,-0.21,4.12,4.24,1.0,0.89,10.0,11.0,1.0,7.0,-1.0,5.0,4.0,11.0,-1.0,2.0,0.15,-0.44,2.0,1160.0,7120.0,0.01,100.0,0.0,999.0,0.0,0.0,0.76,0.7,0.44,0.3,18.0,25.0,1170.0,1001.0,0.3,1,64,84.23,55.13,2021-07-14 09:13:00,0
10.75,3.75,-0.05,-15.35,-42.05,7.25,10.75,-0.0,3.61,0.14,-3.94,3.89,-22.96,7.61,7.25,8.54,18.36,5.1,5.1,17.26,3.75,218.15,32.08,46.23,-14.15,-229.08,134.45,3055.1,7.25,-0.12,9.0,-0.0,3.5,3.89,0.14,-11.91,-2.24,42.51,-17.42,43.98,-197.01,7.61,11.5,-21.23,-9.32,15.0,12.9,0.0,146.8,444.0,-0.39,-0.12,-0.13,0.0,0.06,16.12,17.46,-0.42,0.3,1.0,17.0,-9.0,-16.0,-5.0,-1.0,-5.0,17.0,-3.0,-8.0,0.06,-0.39,1.0,1174.0,700.0,0.01,100.0,100.0,1003.0,770.0,1050.0,0.25,0.44,0.2,0.2,5.0,29.0,1022.0,1005.0,0.09999999999999998,1,64,81.11,57.23,2021-07-14 11:13:00,0
23.55,9.75,-0.75,-14.85,-42.85,6.15,14.8,8.75,-12.77,22.52,-11.19,10.44,-24.36,9.51,6.15,3.61,4.24,8.94,18.03,17.49,5.37,102.35,35.58,44.72,-9.14,-229.38,97.45,1861.9,6.15,-12.01,14.85,8.75,17.4,10.44,22.52,4.81,-13.94,33.55,-32.08,30.77,-193.8,9.51,19.95,-16.46,-21.27,7.0,6.0,1.9,0.0,101.1,0.15,0.2,0.0,0.1,-0.05,1.0,13.89,-0.4,0.95,-15.0,-15.0,-3.0,-3.0,-4.0,-8.0,-10.0,-15.0,-2.0,-3.0,0.2,-0.05,8.0,2256.0,22700.0,0.01,0.0,0.0,1013.0,0.0,0.0,0.46,1.27,0.6,0.66,12.0,17.0,953.0,860.0,0.0,1,64,91.02,55.31,2021-07-14 13:27:00,0
15.65,12.65,1.85,-15.25,-42.15,12.75,11.23,4.42,7.73,4.92,-1.57,3.42,-26.92,11.67,12.75,2.24,10.63,5.1,3.61,7.62,10.44,173.05,46.71,46.61,0.1,-242.52,118.15,2295.38,12.75,-0.61,14.2,4.42,2.9,3.42,4.92,3.46,-3.36,51.24,-17.57,43.25,-195.81,11.67,15.09,-6.26,-9.72,5.0,1.7,0.0,0.0,58.6,-0.03,-0.2,-0.12,0.06,0.02,5.0,10.3,0.99,-0.5,3.0,3.0,-7.0,8.0,1.0,5.0,2.0,3.0,-2.0,-1.0,0.06,-0.2,3.0,457.0,22700.0,0.01,29.0,1.0,1009.0,0.0,0.0,0.14,0.15,0.33,0.36,9.0,21.0,1130.0,985.0,0.0,1,64,63.27,61.56,2021-07-14 15:45:00,0
19.75,16.05,3.35,-12.75,-39.45,14.95,11.25,8.5,12.41,3.64,-9.95,13.3,-20.98,8.23,14.95,2.24,5.39,2.83,2.24,10.44,11.8,162.45,49.26,47.07,2.19,-243.9,99.55,1719.48,14.95,1.53,17.35,8.5,4.8,13.3,3.64,1.68,0.52,51.65,-17.87,47.59,-194.63,8.23,21.53,-7.83,-9.51,5.0,-0.1,0.0,148.1,421.3,-0.05,0.07,0.06,0.07,-0.05,9.06,7.07,-0.38,-0.31,1.0,10.0,-5.0,2.0,-2.0,2.0,2.0,10.0,-1.0,-2.0,0.07,-0.05,-1.0,347.0,3640.0,0.01,98.0,0.0,1006.0,0.0,0.0,0.02,0.14,0.08,0.22,33.0,32.0,1038.0,568.0,0.0,0,64,73.39,59.05,2021-07-14 16:03:00,0
20.05,13.75,3.45,-13.05,-41.85,18.05,17.07,2.98,12.8,0.95,-0.2,3.65,-17.87,4.82,18.05,3.16,10.0,9.06,9.85,12.17,12.26,200.35,51.64,50.25,1.39,-246.03,122.85,2460.31,18.05,2.98,19.05,2.98,2.0,3.65,0.95,0.7,0.69,54.08,-11.9,50.94,-194.38,4.82,8.46,-2.14,-2.84,7.0,-1.7,0.0,87.9,0.4,-0.18,-0.27,-0.21,-0.25,0.03,6.71,5.0,0.91,-0.78,9.0,12.0,-8.0,6.0,-1.0,9.0,-4.0,12.0,-3.0,-1.0,0.03,-0.27,4.0,475.0,3050.0,0.01,100.0,19.0,999.0,3650.0,9090.0,0.07,0.12,0.13,0.22,11.0,34.0,1037.0,982.0,0.8999999999999999,0,64,73.46,59.14,2021-07-14 16:19:00,0
