T2m,T850,T700,T500,T300,TD2m,Td_850,dTd_850,Td_700,dTd_700,Td_500,dTd_500,Td_300,dTd_300,Td2m,Wpow_10m,WpoW_850,WpoW_700,Wpow_500,Wpow_300,Tsm8,Vaiting,Tps8,Tps5,Tps850-Tps500,Tps0-Tps850,Total,sweat,Td0,Tsm7,Tsm0,dTd8,dTd0,dTd5,dTd7,TPS8-TPS7,TPS7-TPS5,Jefferson,TSM7+TSM5,Tps7,Tps0,dTd3,dTd300+dTd500,Tps850-TPS300,Tps700-TPS300,GUST,LF,CAPE0,CAPE250,CAPE90,VVEL925,VVEL850,VVEL700,VVEL500,VVEL300,dV3-5,dV5-8,dDIR3-5,dDIR5-8,U300,V300,U850,V850,U700,V700,U500,V500,U10,V10,maxVevel,minVevel,Si,HPBL,CEILING,AbsHumid,CLCT,CLCL,PMSL,Hbottom-low,Hbase-top,gradT0,gradT0*2,gradTd0*2,gradTd0,Lapl_PRMSL125,Lapl_PRMSL1.0,ClH200,ClH100,TotPrec,Nighttime,TunderYN,Longitude,Latitude,Eventtime,Station
10.15,2.85,-5.05,-20.85,-42.15,5.05,6.11,4.04,-9.73,12.58,-26.94,21.89,-43.49,22.64,5.05,2.24,10.0,13.6,22.8,33.54,0.83,143.75,26.61,34.94,-8.33,-224.0,120.55,2559.13,5.05,-11.34,7.6,4.04,5.1,21.89,12.58,-0.87,-7.45,36.9,-43.13,27.48,-197.39,22.64,44.53,-26.13,-25.26,5.0,10.1,1.8,0.0,148.6,0.02,0.1,0.07,0.14,0.0,12.04,12.81,0.95,0.84,-18.0,-30.0,-6.0,-8.0,-8.0,-11.0,-14.0,-30.0,-1.0,-2.0,0.14,0.0,6.0,257.0,22700.0,0.01,0.0,0.0,1013.0,0.0,0.0,0.14,0.25,0.2,0.43,17.0,28.0,802.0,138.0,0.0,0,64,71.26,59.36,2021-07-14 17:33:00,0
15.95,8.75,-1.55,-15.05,-44.55,8.55,7.69,8.26,5.49,3.26,-12.77,11.22,-21.24,6.19,8.55,1.0,2.83,8.94,13.89,24.7,4.62,163.35,34.1,44.22,-10.12,-229.95,96.85,1614.39,8.55,-3.18,12.25,8.26,7.4,11.22,3.26,-3.97,-6.15,42.11,-23.84,38.07,-195.85,6.19,17.42,-15.62,-11.65,4.0,7.3,0.0,0.0,1.4,0.02,0.29,0.04,-0.13,0.12,11.18,11.18,-0.51,-0.82,-12.0,-23.0,-2.0,-2.0,-4.0,-8.0,-7.0,-23.0,-1.0,0.0,0.29,-0.13,2.0,10.0,22700.0,0.01,49.0,0.0,1014.0,0.0,0.0,0.06,0.21,0.17,0.37,18.0,36.0,1081.0,532.0,0.0,0,64,75.1,61.09,2021-07-14 18:22:00,0
17.75,17.35,3.95,-12.65,-37.55,14.85,8.59,9.16,11.6,5.75,2.62,1.33,-17.48,4.83,14.85,1.0,4.0,3.61,3.16,15.23,12.77,150.05,51.47,52.34,-0.87,-246.59,97.65,1805.17,14.85,1.08,16.3,9.16,2.9,1.33,5.75,4.75,-5.62,52.13,-12.24,46.72,-195.13,4.83,6.17,-8.79,-13.54,3.0,1.1,0.0,0.0,0.0,0.1,0.4,0.47,-0.26,-0.04,13.34,5.83,-0.95,1.0,1.0,14.0,0.0,-4.0,-3.0,-2.0,-3.0,14.0,0.0,-1.0,0.47,-0.26,1.0,66.0,3770.0,0.01,100.0,0.0,1004.0,4400.0,5090.0,0.06,0.12,0.03,0.11,26.0,28.0,802.0,208.0,0.0,0,64,71.37,58.06,2021-07-14 19:25:00,0
14.55,13.15,0.35,-13.85,-42.05,11.25,6.87,7.68,11.38,1.77,-7.16,7.51,-23.44,9.59,11.25,1.41,6.0,3.61,4.0,10.2,9.31,175.65,43.69,47.19,-3.5,-239.82,100.85,1713.86,11.25,-0.54,12.9,7.68,3.3,7.51,1.77,0.54,-4.04,49.52,-18.14,43.15,-196.13,9.59,17.11,-9.51,-10.05,3.0,6.5,0.0,16.9,2.6,0.0,-0.24,0.08,0.11,0.12,6.32,10.0,0.95,-0.8,0.0,2.0,-6.0,0.0,-2.0,3.0,4.0,2.0,-1.0,-1.0,0.12,-0.24,11.0,67.0,3260.0,0.01,100.0,0.0,1010.0,0.0,0.0,0.13,0.16,0.16,0.3,32.0,26.0,910.0,75.0,0.0,0,64,72.48,61.17,2021-07-14 22:22:00,0
19.85,15.55,3.65,-11.85,-39.95,16.05,11.85,8.0,7.81,7.74,-4.55,8.2,-19.92,8.07,16.05,2.0,5.39,7.28,6.32,8.49,11.55,143.75,48.76,50.14,-1.38,-243.29,99.25,1855.22,16.05,-0.22,17.95,8.0,3.8,8.2,7.74,4.41,-5.79,48.29,-16.17,44.35,-194.54,8.07,16.26,-7.61,-12.02,3.0,2.2,0.0,0.0,3.5,0.01,-0.02,-0.05,-0.02,0.02,4.0,4.12,0.99,0.57,6.0,6.0,-2.0,5.0,-2.0,7.0,2.0,6.0,-2.0,0.0,0.02,-0.05,14.0,256.0,2390.0,0.01,96.0,0.0,1003.0,0.0,0.0,0.14,0.18,0.14,0.38,4.0,21.0,819.0,140.0,0.0,1,64,68.27,59.54,2021-07-15 00:18:00,0
18.15,15.35,3.15,-11.65,-40.15,14.75,9.23,8.92,7.13,8.22,-8.21,11.36,-18.85,7.2,14.75,1.0,5.39,5.39,5.39,8.06,10.89,137.85,47.11,49.29,-2.18,-242.13,94.65,1596.01,14.75,-0.96,16.45,8.92,3.4,11.36,8.22,4.09,-6.27,46.74,-18.29,43.01,-195.02,7.2,18.57,-9.03,-13.12,2.0,3.4,0.0,0.3,1.3,0.06,-0.04,0.04,-0.01,0.07,5.1,4.0,0.68,-0.37,5.0,4.0,-2.0,5.0,-2.0,5.0,2.0,4.0,-1.0,0.0,0.07,-0.04,12.0,33.0,22700.0,0.01,27.0,0.0,1004.0,0.0,0.0,0.07,0.29,0.09,0.3,21.0,19.0,533.0,502.0,0.1,1,64,72.47,60.16,2021-07-15 01:00:00,0
19.15,16.75,5.35,-12.35,-39.35,17.35,10.68,8.47,7.92,8.83,2.18,3.17,-18.5,6.15,17.35,1.0,1.41,3.61,6.08,9.06,12.52,137.75,50.99,51.76,-0.77,-245.7,99.45,1639.07,17.35,0.94,18.25,8.47,1.8,3.17,8.83,4.26,-5.03,49.87,-13.0,46.72,-194.72,6.15,9.32,-6.42,-10.68,2.0,-0.9,0.0,0.0,64.6,0.03,-0.01,0.17,0.09,0.05,3.61,5.39,0.09,-0.87,6.0,9.0,-1.0,1.0,2.0,3.0,1.0,9.0,0.0,1.0,0.17,-0.01,7.0,33.0,22700.0,0.01,58.0,0.0,1003.0,0.0,0.0,0.13,0.13,0.04,0.15,6.0,26.0,673.0,673.0,2.6,1,64,73.26,56.41,2021-07-15 01:51:00,0
21.45,15.05,2.35,-12.65,-40.95,15.35,12.83,8.62,9.19,5.86,-7.53,9.88,-18.4,5.75,15.35,3.0,7.07,5.1,5.83,6.71,10.74,151.35,46.81,48.23,-1.43,-240.98,98.35,1814.93,15.35,-0.58,18.4,8.62,6.1,9.88,5.86,3.4,-4.82,48.68,-18.17,43.41,-194.18,5.75,15.63,-8.25,-11.64,7.0,0.2,0.0,3.9,1.3,0.03,0.14,-0.1,-0.17,0.07,3.61,8.0,0.87,0.54,5.0,3.0,-5.0,5.0,-1.0,5.0,3.0,3.0,-3.0,0.0,0.14,-0.17,14.0,601.0,7790.0,0.01,100.0,0.0,1006.0,0.0,0.0,0.53,0.57,0.46,0.71,32.0,32.0,884.0,258.0,0.0,1,64,82.0,61.52,2021-07-15 03:19:00,0
14.15,1.85,-1.55,-16.35,-42.85,4.55,12.53,1.62,-21.29,23.14,-4.05,2.5,-21.73,5.38,4.55,8.6,14.42,8.49,3.61,4.47,1.04,125.75,26.74,45.19,-18.45,-222.82,124.55,2680.9,4.55,-13.12,9.35,1.62,9.6,2.5,23.14,-2.87,-15.58,27.47,-30.72,29.61,-196.08,5.38,7.88,-25.53,-22.65,14.0,12.3,0.0,690.1,13.9,-0.02,-0.06,0.05,-0.06,0.01,6.08,10.82,0.85,0.0,-3.0,-2.0,8.0,-12.0,6.0,-6.0,2.0,-2.0,7.0,-5.0,0.05,-0.06,1.0,1665.0,4850.0,0.01,93.0,34.0,1002.0,0.0,0.0,1.16,0.7,0.49,1.11,6.0,15.0,930.0,926.0,0.0,1,64,97.56,54.2,2021-07-15 05:17:00,0
20.55,11.95,3.05,-14.15,-38.85,10.05,10.35,10.2,4.43,7.52,-0.58,3.63,-22.51,8.36,10.05,4.47,5.83,2.24,5.1,13.6,6.85,135.05,38.54,48.36,-9.83,-233.04,92.25,1424.17,10.05,-0.71,15.3,10.2,10.5,3.63,7.52,-4.84,-4.99,42.82,-16.68,43.38,-194.51,8.36,11.99,-19.44,-14.6,10.0,3.7,0.0,24.7,8.3,0.02,-0.06,0.19,0.05,0.02,10.44,10.77,0.97,-0.99,1.0,11.0,-5.0,-3.0,2.0,1.0,5.0,11.0,-2.0,-4.0,0.19,-0.06,2.0,1144.0,3670.0,0.01,100.0,0.0,1009.0,3870.0,5000.0,0.14,0.3,0.26,0.45,10.0,21.0,1104.0,1001.0,0.0,1,64,87.17,62.16,2021-07-15 05:34:00,0
26.65,16.65,4.35,-11.55,-39.95,17.85,15.66,10.99,9.57,7.08,-4.14,8.49,-22.14,10.59,17.85,2.0,5.66,4.0,2.24,6.32,11.16,137.85,47.52,50.5,-2.99,-240.24,90.75,1578.82,17.85,0.81,22.25,10.99,8.8,8.49,7.08,1.23,-4.21,47.66,-14.98,46.29,-192.73,10.59,19.07,-8.7,-9.93,7.0,-3.9,0.0,522.1,5.4,-0.21,-0.38,-0.18,0.11,0.01,4.12,5.39,-0.96,0.64,2.0,6.0,-4.0,4.0,0.0,4.0,1.0,6.0,-2.0,0.0,0.11,-0.38,5.0,1380.0,22700.0,0.01,13.0,0.0,1004.0,0.0,0.0,0.33,0.54,0.09,0.31,13.0,30.0,1115.0,880.0,0.3,1,64,81.34,58.4,2021-07-15 06:33:00,0
23.05,16.55,3.75,-14.15,-37.95,13.25,10.46,12.59,10.4,6.15,-5.19,8.94,-18.41,4.26,13.25,5.0,6.4,8.6,5.0,6.32,10.26,138.95,45.5,46.22,-0.73,-239.23,89.85,1299.48,13.25,0.67,18.15,12.59,9.8,8.94,6.15,-0.43,-0.29,49.22,-17.95,45.93,-193.74,4.26,13.2,-14.22,-13.79,10.0,-1.3,0.0,15.5,426.9,-0.08,0.19,-0.05,-0.2,-0.3,11.18,2.0,-0.97,-0.95,-4.0,6.0,-5.0,-4.0,-7.0,-5.0,-3.0,6.0,0.0,-5.0,0.19,-0.3,2.0,757.0,6590.0,0.01,100.0,0.0,1005.0,0.0,0.0,0.3,0.54,0.12,0.14,10.0,25.0,1104.0,1045.0,0.0,1,64,87.42,60.41,2021-07-15 06:45:00,0
15.35,1.45,-5.05,-19.65,-41.55,2.15,11.92,3.43,-8.9,10.35,-26.94,21.89,-40.97,21.32,2.15,7.62,12.37,12.04,4.0,14.21,-0.27,152.15,24.56,36.47,-11.92,-220.39,120.75,2602.12,2.15,-10.23,8.75,3.43,13.2,21.89,10.35,-3.7,-8.22,34.97,-40.82,28.26,-195.83,21.32,43.21,-29.05,-25.35,14.0,9.9,0.0,182.9,463.9,-0.05,-0.05,0.06,0.12,0.09,12.08,13.89,0.43,1.0,0.0,11.0,3.0,-12.0,1.0,-12.0,-4.0,11.0,3.0,-7.0,0.12,-0.05,1.0,1944.0,22700.0,0.0,1.0,1.0,1005.0,0.0,0.0,0.26,0.59,0.3,0.64,20.0,22.0,1043.0,616.0,2.4,1,64,87.46,55.21,2021-07-15 07:08:00,0
18.25,10.35,0.45,-16.15,-44.35,13.25,11.56,6.69,10.2,0.15,-2.76,3.21,-23.7,7.55,13.25,0.0,5.83,11.18,11.4,10.2,7.0,190.05,38.78,45.21,-6.43,-233.93,107.65,2070.28,13.25,0.37,15.75,6.69,5.0,3.21,0.15,-6.29,-0.14,48.76,-17.38,45.07,-195.15,7.55,10.77,-11.17,-4.88,2.0,1.9,0.0,102.3,1.3,-0.61,-0.56,0.03,0.03,-0.1,1.41,8.49,0.72,0.37,-11.0,-10.0,3.0,-5.0,2.0,-11.0,-3.0,-10.0,0.0,0.0,0.03,-0.61,1.0,254.0,2430.0,0.01,100.0,0.0,1011.0,0.0,0.0,0.52,0.96,0.11,0.36,10.0,24.0,1087.0,940.0,0.3,1,64,85.07,59.07,2021-07-15 07:30:00,0
21.05,11.55,1.75,-15.55,-42.85,17.35,18.8,2.25,3.32,8.23,-12.07,13.82,-21.91,6.36,17.35,3.0,9.06,13.15,18.11,29.15,10.42,169.35,47.12,42.92,4.2,-241.3,129.65,2740.22,17.35,-2.36,19.2,2.25,3.7,13.82,8.23,6.68,-2.48,49.86,-24.82,40.44,-194.19,6.36,20.18,-5.09,-11.77,14.0,-4.3,0.0,578.8,218.9,-0.1,0.0,0.27,-0.18,-0.11,14.76,9.49,0.49,-0.11,18.0,25.0,1.0,9.0,2.0,13.0,-2.0,25.0,0.0,3.0,0.27,-0.18,5.0,610.0,1320.0,0.01,82.0,82.0,1002.0,840.0,10620.0,0.28,0.33,0.16,0.13,3.0,7.0,119.0,51.0,0.5,1,64,108.03,57.46,2021-07-15 08:00:00,0
23.85,12.95,1.15,-13.95,-43.25,12.65,18.04,5.81,5.37,7.58,-6.88,8.03,-25.75,11.8,12.65,3.0,5.39,15.62,17.8,19.8,10.04,155.75,45.55,46.84,-1.3,-239.07,110.85,2281.75,12.65,-2.64,18.25,5.81,11.2,8.03,7.58,5.74,-7.03,47.95,-20.61,39.81,-193.52,11.8,19.83,-5.83,-11.57,8.0,-0.5,0.0,62.7,24.2,0.23,0.39,0.49,-0.03,0.01,3.0,13.42,0.53,0.98,14.0,14.0,5.0,2.0,10.0,12.0,11.0,14.0,3.0,0.0,0.49,-0.03,5.0,2225.0,22700.0,0.01,44.0,18.0,1005.0,2090.0,9870.0,0.48,0.71,0.6,0.98,11.0,19.0,1167.0,1079.0,0.0,1,64,87.06,53.5,2021-07-15 09:02:00,0
10.65,9.65,1.35,-14.75,-42.95,8.95,10.35,0.3,5.24,4.41,-13.91,15.26,-19.67,4.92,8.95,5.0,11.0,10.44,11.7,12.17,9.5,195.05,45.25,43.77,1.47,-242.19,137.15,3144.65,8.95,-0.85,9.8,0.3,1.7,15.26,4.41,2.53,-1.06,49.42,-23.24,42.71,-196.94,4.92,20.18,-6.9,-9.44,10.0,11.8,0.0,674.4,0.1,-0.24,-0.45,-0.16,-0.22,0.17,2.24,4.0,0.89,0.91,4.0,2.0,-11.0,0.0,-10.0,3.0,-11.0,2.0,-3.0,-4.0,0.17,-0.45,-1.0,474.0,550.0,0.01,100.0,100.0,999.0,940.0,9090.0,0.43,0.64,0.21,0.18,15.0,21.0,1142.0,1041.0,0.0,1,64,80.42,60.11,2021-07-15 09:36:00,0
11.15,9.55,0.85,-15.35,-43.55,10.65,11.15,0.0,8.94,0.61,-1.87,2.72,-21.15,5.8,10.65,5.39,10.05,10.05,10.2,7.07,9.55,220.05,45.45,46.77,-1.32,-242.16,140.25,2989.74,10.65,0.55,10.9,0.0,0.5,2.72,0.61,0.01,-1.33,52.0,-16.16,45.44,-196.72,5.8,8.52,-5.76,-5.77,10.0,8.8,0.0,384.7,0.0,-0.51,-0.55,-0.17,0.01,0.0,3.16,3.0,0.04,-0.97,2.0,1.0,-10.0,-1.0,-10.0,-1.0,-10.0,1.0,-2.0,-5.0,0.01,-0.55,-2.0,355.0,160.0,0.01,100.0,100.0,995.0,240.0,350.0,0.36,0.66,0.2,0.5,6.0,18.0,1059.0,1059.0,0.8,1,64,80.22,58.11,2021-07-15 09:38:00,0
11.05,13.15,2.85,-11.25,-37.75,9.55,9.31,1.74,10.86,2.29,1.68,1.17,-15.62,4.37,9.55,1.41,1.0,1.41,5.0,3.16,12.28,196.55,52.08,55.11,-3.03,-249.07,124.65,2712.18,9.55,1.7,10.3,1.74,1.5,1.17,2.29,4.11,-7.14,51.64,-10.13,47.97,-196.99,4.37,5.54,-7.93,-12.04,6.0,1.3,18.8,25.3,0.1,-0.06,0.04,0.02,-0.52,-0.18,4.12,4.24,-0.95,0.74,3.0,-1.0,1.0,0.0,-1.0,1.0,4.0,-1.0,1.0,-1.0,0.04,-0.52,-1.0,400.0,2140.0,0.01,100.0,100.0,1006.0,2090.0,5440.0,0.49,0.52,0.48,0.62,20.0,22.0,1127.0,1127.0,1.0,1,64,87.03,56.42,2021-07-15 09:39:00,0
18.05,7.05,-0.15,-14.55,-43.85,4.15,11.13,6.92,4.01,3.04,-4.95,4.8,-19.48,4.93,4.15,9.22,17.03,13.6,11.18,7.81,3.59,166.75,32.03,47.15,-15.12,-227.11,100.15,2018.16,4.15,-1.67,11.1,6.92,13.9,4.8,3.04,-8.92,-6.19,40.0,-18.62,40.96,-195.08,4.93,9.73,-18.79,-9.86,16.0,11.4,0.0,493.8,9.8,0.07,0.0,-0.01,-0.06,-0.15,4.0,6.71,-0.62,0.89,-5.0,-5.0,-13.0,-11.0,-11.0,-8.0,-10.0,-5.0,-2.0,-9.0,0.07,-0.15,1.0,1409.0,3900.0,0.01,100.0,0.0,1004.0,0.0,0.0,0.61,0.61,0.3,0.31,10.0,24.0,1128.0,933.0,0.0,1,64,84.35,59.09,2021-07-15 09:44:00,0
10.85,8.35,0.75,-14.75,-43.95,9.55,10.85,0.0,7.9,0.45,-3.71,4.46,-19.85,5.1,9.55,3.16,5.0,9.49,5.83,1.0,8.35,219.35,42.47,46.97,-4.5,-239.27,137.85,3079.68,9.55,0.53,10.2,0.0,1.3,4.46,0.45,-2.93,-1.57,49.47,-16.46,45.4,-196.8,5.1,9.56,-8.19,-5.27,8.0,10.6,1.975519755204282e+33,275.3,437.5,-0.02,-0.06,-0.07,0.07,0.0,5.39,1.0,0.61,0.37,3.0,1.0,-4.0,3.0,-9.0,3.0,-5.0,1.0,-1.0,3.0,0.07,-0.07,0.0,472.0,380.0,0.01,100.0,100.0,995.0,1650.0,2070.0,0.35,0.7,0.39,0.63,10.0,21.0,1059.0,734.0,0.49999999999999994,1,64,79.29,57.49,2021-07-15 10:31:00,0
15.55,9.45,1.05,-15.45,-44.15,15.25,15.55,0.0,7.89,1.56,-16.3,17.35,-20.34,4.89,15.25,3.0,9.49,9.49,11.18,10.05,9.45,213.85,45.2,42.47,2.73,-240.71,140.35,3232.57,15.25,0.27,15.4,0.0,0.3,17.35,1.56,0.34,2.39,51.46,-23.85,44.85,-195.51,4.89,22.24,-5.19,-5.53,10.0,0.8,2.4640246402804128e+28,619.4,759.6,-0.4,-0.28,-0.13,-0.19,-0.08,4.0,2.24,-0.91,0.96,5.0,1.0,-9.0,3.0,-9.0,3.0,-10.0,1.0,-3.0,0.0,-0.08,-0.4,0.0,473.0,200.0,0.01,100.0,100.0,995.0,300.0,9830.0,0.39,0.88,0.26,0.54,8.0,21.0,1059.0,903.0,0.5,1,64,79.29,58.49,2021-07-15 10:50:00,0
24.45,15.95,4.65,-11.75,-40.15,18.95,20.36,4.09,8.91,7.04,-8.45,13.1,-25.08,13.33,18.95,1.0,4.24,2.24,2.24,10.82,13.9,164.05,55.7,48.61,7.09,-249.05,117.45,2380.87,18.95,1.13,21.7,4.09,5.5,13.1,7.04,8.77,-1.68,52.49,-17.17,46.93,-193.36,13.33,26.43,-0.11,-8.88,6.0,-4.9,0.0,0.6,424.3,-0.13,-0.01,0.11,-0.05,0.05,8.6,5.39,0.75,0.24,-1.0,-6.0,-3.0,-3.0,-2.0,1.0,2.0,-6.0,0.0,-1.0,0.11,-0.13,10.0,34.0,22700.0,0.02,0.0,0.0,1006.0,1560.0,11450.0,0.25,0.3,0.41,0.53,4.0,22.0,1148.0,1084.0,0.0,1,64,83.48,58.28,2021-07-15 11:36:00,0
18.15,10.65,0.15,-15.15,-44.45,12.65,10.5,7.65,10.5,0.15,-5.85,6.0,-24.63,9.48,12.65,2.83,4.0,9.0,11.18,11.18,6.83,185.65,38.42,45.69,-7.28,-233.56,101.95,1758.01,12.65,0.07,15.4,7.65,5.5,6.0,0.15,-5.99,-1.28,47.47,-18.07,44.41,-195.14,9.48,15.48,-11.31,-5.31,6.0,1.8,0.0,382.3,0.0,-0.07,0.18,0.01,0.08,0.0,0.0,7.28,0.0,-0.77,-11.0,-11.0,0.0,-4.0,0.0,-9.0,-2.0,-11.0,2.0,-2.0,0.18,-0.07,1.0,465.0,2850.0,0.01,100.0,0.0,1009.0,3030.0,4020.0,0.18,0.43,0.05,0.16,3.0,8.0,743.0,696.0,0.0,1,64,66.34,57.36,2021-07-15 15:48:00,0
12.05,3.35,-5.65,-21.35,-39.45,7.35,9.6,2.45,1.87,1.48,-23.45,17.8,-49.29,27.94,7.35,4.47,11.7,12.21,14.32,13.6,2.13,205.35,28.88,34.58,-5.7,-225.65,131.05,2886.06,7.35,-6.39,9.7,2.45,4.7,17.8,1.48,-2.98,-2.72,45.12,-36.64,31.86,-196.77,27.94,45.74,-27.65,-24.67,10.0,5.8,0.0,384.4,0.0,0.15,0.05,0.14,-0.02,-0.01,2.83,2.83,0.97,1.0,6.0,8.0,11.0,4.0,10.0,7.0,13.0,8.0,4.0,2.0,0.15,-0.02,0.0,771.0,3130.0,0.01,58.0,14.0,1008.0,0.0,0.0,0.25,0.26,0.38,0.37,14.0,18.0,1087.0,1087.0,0.0,0,64,87.59,53.36,2021-07-15 18:42:00,0
10.45,5.25,-4.15,-17.95,-44.25,8.55,4.15,6.3,-10.91,16.16,-20.77,16.62,-29.05,11.1,8.55,5.1,10.05,9.06,10.77,15.26,2.1,122.35,29.21,39.18,-9.98,-226.34,106.15,2096.07,8.55,-12.23,9.5,6.3,1.9,16.62,16.16,1.51,-11.48,34.34,-38.49,27.7,-197.13,11.1,27.73,-20.75,-22.26,8.0,9.2,0.0,670.4,0.0,0.06,0.18,-0.14,0.01,0.05,9.22,5.0,-0.89,0.69,-4.0,-13.0,10.0,1.0,9.0,1.0,10.0,-13.0,1.0,5.0,0.18,-0.14,1.0,472.0,22700.0,0.01,11.0,0.0,1005.0,0.0,0.0,0.29,0.31,0.14,0.51,14.0,21.0,1087.0,967.0,0.0,0,64,87.04,53.48,2021-07-15 19:16:00,0
18.45,12.35,-0.85,-15.05,-44.85,4.35,4.95,13.5,2.5,9.85,-21.56,20.71,-21.24,6.19,4.35,2.24,6.71,8.25,12.17,8.0,5.6,120.25,36.48,42.57,-6.09,-231.57,83.45,1380.23,4.35,-5.78,11.4,13.5,14.1,20.71,9.85,1.49,-7.58,40.46,-31.18,34.99,-195.08,6.19,26.9,-12.8,-14.29,4.0,7.7,0.0,16.1,124.6,0.15,0.37,0.1,-0.03,-0.02,4.47,6.08,0.04,0.98,-12.0,-8.0,-3.0,-6.0,-2.0,-8.0,-2.0,-8.0,-1.0,-2.0,0.37,-0.03,11.0,67.0,22700.0,0.01,31.0,0.0,1009.0,0.0,0.0,0.79,1.06,1.05,1.09,6.0,22.0,1091.0,1091.0,0.0,0,64,92.01,52.19,2021-07-15 19:18:00,0
14.55,12.15,3.35,-10.75,-39.65,12.65,14.08,0.47,8.99,3.16,-3.67,7.02,-16.4,5.65,12.65,0.0,1.0,8.06,11.05,13.04,11.91,197.55,51.52,52.49,-0.97,-247.71,130.65,2737.33,12.65,1.77,13.6,0.47,1.9,7.02,3.16,3.42,-4.39,50.09,-12.49,48.1,-196.19,5.65,12.67,-5.48,-8.9,1.0,4.5,0.0,0.1,0.0,-0.06,0.07,0.04,-0.02,0.1,2.0,10.05,-0.71,-0.89,-1.0,-1.0,1.0,0.0,7.0,-4.0,11.0,-1.0,0.0,0.0,0.1,-0.06,7.0,9.0,1360.0,0.01,95.0,69.0,1013.0,0.0,0.0,0.39,0.44,0.29,0.29,9.0,21.0,1062.0,949.0,0.0,0,64,88.31,54.54,2021-07-15 20:19:00,0
14.85,11.75,0.45,-15.15,-45.15,11.75,6.66,8.19,10.0,1.75,-4.0,4.45,-20.23,5.08,11.75,2.0,8.6,12.04,10.05,13.34,7.66,173.45,40.12,46.32,-6.19,-236.17,100.05,1671.53,11.75,-0.43,13.3,8.19,3.1,4.45,1.75,-3.26,-2.94,48.05,-17.8,43.38,-196.05,5.08,9.53,-8.78,-5.52,4.0,4.1,0.0,822.3,0.1,0.0,-0.24,0.01,0.18,-0.08,5.0,5.0,-0.91,-1.0,-10.0,-13.0,5.0,-7.0,-1.0,-12.0,1.0,-13.0,0.0,2.0,0.18,-0.24,1.0,112.0,2590.0,0.01,100.0,0.0,1010.0,2750.0,3670.0,0.35,0.53,0.26,0.26,16.0,18.0,1029.0,889.0,0.0,0,64,87.54,55.07,2021-07-15 22:40:00,0
13.55,10.85,2.25,-14.95,-43.45,10.95,12.44,1.11,3.86,6.99,-15.74,17.99,-21.35,6.4,10.95,2.24,2.0,15.81,21.93,35.36,10.29,178.55,47.06,43.05,4.01,-243.48,133.75,2853.77,10.95,-1.25,12.25,1.11,2.6,17.99,6.99,4.78,-0.77,49.66,-25.19,42.28,-196.42,6.4,24.38,-4.26,-9.04,5.0,3.4,0.0,1.2,0.0,-0.14,-0.57,-0.18,-0.17,-0.13,13.45,20.62,0.96,-0.27,16.0,25.0,2.0,0.0,9.0,13.0,15.0,25.0,1.0,-2.0,-0.13,-0.57,1.0,336.0,1590.0,0.01,100.0,100.0,1011.0,1500.0,1790.0,0.16,0.26,0.33,0.33,9.0,17.0,970.0,919.0,0.5,0,64,88.12,53.0,2021-07-15 23:27:00,0
21.45,18.25,5.15,-10.75,-39.15,18.55,10.88,10.57,9.58,8.67,-5.8,10.95,-16.4,5.65,18.55,1.0,2.83,3.0,5.0,10.0,12.97,131.85,51.7,50.83,0.87,-245.96,90.75,1599.68,18.55,0.82,20.0,10.57,2.9,10.95,8.67,5.23,-4.36,49.1,-15.41,46.47,-194.25,5.65,16.61,-6.05,-11.28,2.0,-1.7,0.0,3.2,0.0,-0.08,-0.13,-0.06,0.08,0.01,5.0,3.61,0.0,0.85,0.0,0.0,2.0,2.0,3.0,0.0,5.0,0.0,-1.0,0.0,0.08,-0.13,8.0,172.0,9880.0,0.01,85.0,0.0,1010.0,0.0,0.0,0.24,0.19,0.13,0.31,5.0,16.0,808.0,557.0,0.0,1,64,72.23,56.43,2021-07-16 01:42:00,0
19.95,16.75,4.75,-11.75,-39.05,12.85,12.93,7.02,12.29,4.46,-2.35,7.1,-26.94,15.19,12.85,1.41,1.41,4.12,6.08,11.0,13.24,162.75,53.08,50.77,2.31,-247.78,104.25,1807.07,12.85,2.52,16.4,7.02,7.1,7.1,4.46,3.34,-1.02,52.67,-12.78,49.75,-194.7,15.19,22.29,-4.24,-7.58,9.0,-1.2,0.0,57.9,86.6,0.01,0.09,-0.05,0.0,0.08,5.1,5.39,0.04,-0.87,-1.0,0.0,1.0,1.0,4.0,1.0,6.0,0.0,1.0,1.0,0.09,-0.05,-1.0,1271.0,22700.0,0.01,64.0,49.0,1011.0,2360.0,9320.0,0.1,0.21,0.04,0.04,6.0,10.0,1070.0,912.0,0.8,1,64,70.29,55.33,2021-07-16 05:31:00,0
